league,match_id,date_str,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,total_events
Serie_A,1901350,10012026,86,Udinese,777,Pisa,2,2,1317
Serie_A,1901344,11012026,80,AC Milan,73,Fiorentina,1,1,1418
Serie_A,1901346,11012026,276,Napoli,75,Inter,2,2,1534
Serie_A,1901348,11012026,24341,Parma Calcio 1913,79,Lecce,1,2,1440
Serie_A,1901351,11012026,77,Lazio,76,Verona,0,1,1676
Serie_A,1901345,12012026,278,Genoa,78,Cagliari,3,0,1522
Serie_A,1901347,12012026,87,Juventus,2731,Cremonese,4,1,1539
Serie_A,1901296,12122025,777,Pisa,79,Lecce,0,1,1373
Serie_A,1901366,13022026,80,AC Milan,777,Pisa,2,1,1542
Serie_A,1901177,13032026,24341,Parma Calcio 1913,72,Torino,2,3,1354
Serie_A,1901082,13092025,78,Cagliari,24341,Parma Calcio 1913,2,0,1434
Serie_A,1901084,13092025,73,Fiorentina,276,Napoli,1,3,1496
Serie_A,1901085,13092025,87,Juventus,75,Inter,4,3,1433
Serie_A,1901292,13122025,300,Atalanta,78,Cagliari,2,1,1570
Serie_A,1901298,13122025,77,Lazio,24341,Parma Calcio 1913,1,0,1402
Serie_A,1901300,13122025,72,Torino,2731,Cremonese,1,0,1620
Serie_A,1901306,14012026,75,Inter,79,Lecce,1,0,1517
Serie_A,1901309,14012026,24341,Parma Calcio 1913,276,Napoli,0,0,1618
Serie_A,1901360,14022026,1290,Como,73,Fiorentina,0,3,1430
Serie_A,1901362,14022026,75,Inter,87,Juventus,2,3,1597
Serie_A,1901363,14022026,300,Atalanta,77,Lazio,2,0,1513
Serie_A,1901167,14032026,300,Atalanta,75,Inter,1,1,1689
Serie_A,1901171,14032026,79,Lecce,276,Napoli,1,2,1457
Serie_A,1901179,14032026,87,Juventus,86,Udinese,1,0,1442
Serie_A,1901081,14092025,79,Lecce,300,Atalanta,1,4,1411
Serie_A,1901086,14092025,71,Bologna,80,AC Milan,0,1,1437
Serie_A,1901087,14092025,86,Udinese,777,Pisa,1,0,1415
Serie_A,1901088,14092025,72,Torino,84,Roma,1,0,1471
Serie_A,1901089,14092025,2889,Sassuolo,77,Lazio,1,0,1607
Serie_A,1901293,14122025,87,Juventus,71,Bologna,1,0,1502
Serie_A,1901294,14122025,76,Verona,73,Fiorentina,3,0,1452
Serie_A,1901295,14122025,278,Genoa,75,Inter,1,2,1460
Serie_A,1901297,14122025,80,AC Milan,2889,Sassuolo,2,2,1528
Serie_A,1901301,14122025,86,Udinese,276,Napoli,1,0,1420
Serie_A,1901303,15012026,1290,Como,80,AC Milan,1,3,1561
Serie_A,1901311,15012026,76,Verona,71,Bologna,1,4,1554
Serie_A,1901361,15022026,2731,Cremonese,278,Genoa,0,0,1504
Serie_A,1901364,15022026,276,Napoli,84,Roma,2,2,1524
Serie_A,1901365,15022026,24341,Parma Calcio 1913,76,Verona,2,1,1391
Serie_A,1901367,15022026,72,Torino,71,Bologna,1,2,1383
Serie_A,1901368,15022026,86,Udinese,2889,Sassuolo,1,2,1360
Serie_A,1901169,15032026,80,AC Milan,77,Lazio,0,1,1619
Serie_A,1901173,15032026,78,Cagliari,777,Pisa,1,3,1367
Serie_A,1901175,15032026,2889,Sassuolo,71,Bologna,0,1,1376
Serie_A,1901181,15032026,278,Genoa,76,Verona,2,0,1381
Serie_A,1901399,15032026,84,Roma,1290,Como,1,2,1430
Serie_A,1901083,15092025,278,Genoa,1290,Como,1,1,1559
Serie_A,1901090,15092025,76,Verona,2731,Cremonese,0,0,1541
Serie_A,1901299,15122025,1290,Como,84,Roma,0,1,1462
Serie_A,1901105,16012026,777,Pisa,300,Atalanta,1,1,1450
Serie_A,1901359,16022026,79,Lecce,78,Cagliari,2,0,1503
Serie_A,1901165,16032026,2731,Cremonese,73,Fiorentina,1,4,1363
Serie_A,1901109,17012026,86,Udinese,75,Inter,0,1,1541
Serie_A,1901113,17012026,87,Juventus,78,Cagliari,0,1,1511
Serie_A,1901355,17012026,2889,Sassuolo,276,Napoli,0,1,1495
Serie_A,1901107,18012026,84,Roma,72,Torino,2,0,1531
Serie_A,1901111,18012026,71,Bologna,73,Fiorentina,1,2,1481
Serie_A,1901354,18012026,80,AC Milan,79,Lecce,1,0,1610
Serie_A,1901356,18012026,278,Genoa,24341,Parma Calcio 1913,0,0,1436
Serie_A,1901358,18022026,80,AC Milan,1290,Como,1,1,1503
Serie_A,1901096,18102025,2889,Sassuolo,79,Lecce,0,0,1415
Serie_A,1901099,18102025,76,Verona,777,Pisa,0,0,1470
Serie_A,1901102,18102025,75,Inter,84,Roma,1,0,1549
Serie_A,1901161,18102025,276,Napoli,72,Torino,0,1,1544
Serie_A,1901352,19012026,76,Verona,2731,Cremonese,0,0,1371
Serie_A,1901353,19012026,1290,Como,77,Lazio,3,0,1639
Serie_A,1901108,19092025,78,Cagliari,79,Lecce,2,1,1349
Serie_A,1901091,19102025,87,Juventus,1290,Como,0,2,1397
Serie_A,1901094,19102025,24341,Parma Calcio 1913,278,Genoa,0,0,1378
Serie_A,1901097,19102025,73,Fiorentina,80,AC Milan,1,2,1407
Serie_A,1901153,19102025,300,Atalanta,77,Lazio,0,0,1578
Serie_A,1901155,19102025,71,Bologna,78,Cagliari,2,0,1370
Serie_A,1901378,20022026,76,Verona,2889,Sassuolo,0,3,1490
Serie_A,1901187,20032026,78,Cagliari,276,Napoli,0,1,1567
Serie_A,1901193,20032026,86,Udinese,278,Genoa,2,0,1340
Serie_A,1901095,20092025,86,Udinese,80,AC Milan,0,3,1535
Serie_A,1901098,20092025,76,Verona,87,Juventus,1,1,1418
Serie_A,1901100,20092025,278,Genoa,71,Bologna,1,2,1333
Serie_A,1901093,20102025,2731,Cremonese,86,Udinese,1,1,1347
Serie_A,1901307,20122025,84,Roma,87,Juventus,1,2,1668
Serie_A,1901308,20122025,77,Lazio,2731,Cremonese,0,0,1514
Serie_A,1901371,21022026,78,Cagliari,77,Lazio,0,0,1628
Serie_A,1901374,21022026,1290,Como,87,Juventus,2,0,1495
Serie_A,1901375,21022026,79,Lecce,75,Inter,0,2,1553
Serie_A,1901195,21032026,2889,Sassuolo,87,Juventus,1,1,1459
Serie_A,1901197,21032026,80,AC Milan,72,Torino,3,2,1478
Serie_A,1901199,21032026,2731,Cremonese,24341,Parma Calcio 1913,2,0,1386
Serie_A,1901092,21092025,300,Atalanta,72,Torino,3,0,1538
Serie_A,1901101,21092025,2731,Cremonese,24341,Parma Calcio 1913,0,0,1365
Serie_A,1901103,21092025,73,Fiorentina,1290,Como,1,2,1496
Serie_A,1901104,21092025,75,Inter,2889,Sassuolo,1,2,1422
Serie_A,1901106,21092025,84,Roma,77,Lazio,1,0,1433
Serie_A,1901302,21122025,78,Cagliari,777,Pisa,2,2,1325
Serie_A,1901304,21122025,73,Fiorentina,86,Udinese,5,1,1448
Serie_A,1901305,21122025,300,Atalanta,278,Genoa,1,0,1394
Serie_A,1901310,21122025,2889,Sassuolo,72,Torino,0,1,1512
Serie_A,1901369,22022026,276,Napoli,300,Atalanta,1,2,1605
Serie_A,1901373,22022026,72,Torino,278,Genoa,0,3,1568
Serie_A,1901376,22022026,24341,Parma Calcio 1913,80,AC Milan,1,0,1595
Serie_A,1901377,22022026,84,Roma,2731,Cremonese,3,0,1490
Serie_A,1901183,22032026,76,Verona,300,Atalanta,0,1,1565
Serie_A,1901185,22032026,77,Lazio,71,Bologna,2,0,1633
Serie_A,1901189,22032026,1290,Como,777,Pisa,5,0,1532
Serie_A,1901191,22032026,73,Fiorentina,75,Inter,1,1,1567
Serie_A,1901201,22032026,84,Roma,79,Lecce,1,0,1585
Serie_A,1901110,22092025,777,Pisa,276,Napoli,2,3,1513
Serie_A,1901246,22112025,78,Cagliari,278,Genoa,3,3,1363
Serie_A,1901250,22112025,87,Juventus,73,Fiorentina,1,1,1412
Serie_A,1901256,22112025,276,Napoli,300,Atalanta,3,1,1542
Serie_A,1901262,22112025,71,Bologna,86,Udinese,3,0,1327
Serie_A,1901122,23012026,777,Pisa,75,Inter,2,6,1524
Serie_A,1901370,23022026,86,Udinese,71,Bologna,0,1,1410
Serie_A,1901372,23022026,777,Pisa,73,Fiorentina,0,1,1510
Serie_A,1901064,23082025,278,Genoa,79,Lecce,0,0,1375
Serie_A,1901067,23082025,2731,Cremonese,80,AC Milan,2,1,1562
Serie_A,1901068,23082025,71,Bologna,84,Roma,0,1,1398
Serie_A,1901069,23082025,276,Napoli,2889,Sassuolo,2,0,1506
Serie_A,1901244,23112025,76,Verona,24341,Parma Calcio 1913,1,2,1574
Serie_A,1901248,23112025,84,Roma,2731,Cremonese,3,1,1476
Serie_A,1901252,23112025,75,Inter,80,AC Milan,0,1,1581
Serie_A,1901254,23112025,79,Lecce,77,Lazio,0,2,1651
Serie_A,1901117,24012026,1290,Como,72,Torino,6,0,1432
Serie_A,1901119,24012026,78,Cagliari,73,Fiorentina,2,1,1485
Serie_A,1901126,24012026,77,Lazio,79,Lecce,0,0,1528
Serie_A,1901061,24082025,777,Pisa,300,Atalanta,0,2,1571
Serie_A,1901062,24082025,73,Fiorentina,78,Cagliari,1,1,1342
Serie_A,1901063,24082025,1290,Como,77,Lazio,2,0,1424
Serie_A,1901066,24082025,87,Juventus,24341,Parma Calcio 1913,2,0,1409
Serie_A,1901174,24102025,80,AC Milan,777,Pisa,2,2,1525
Serie_A,1901258,24112025,777,Pisa,2889,Sassuolo,2,2,1440
Serie_A,1901260,24112025,72,Torino,1290,Como,1,5,1450
Serie_A,1901115,25012026,300,Atalanta,24341,Parma Calcio 1913,4,0,1542
Serie_A,1901120,25012026,278,Genoa,71,Bologna,4,1,1337
Serie_A,1901124,25012026,87,Juventus,276,Napoli,3,0,1633
Serie_A,1901128,25012026,80,AC Milan,84,Roma,1,1,1605
Serie_A,1901130,25012026,2889,Sassuolo,2731,Cremonese,1,0,1450
Serie_A,1901065,25082025,72,Torino,75,Inter,0,5,1490
Serie_A,1901070,25082025,76,Verona,86,Udinese,1,1,1399
Serie_A,1901163,25102025,86,Udinese,79,Lecce,3,2,1507
Serie_A,1901168,25102025,300,Atalanta,2731,Cremonese,1,1,1461
Serie_A,1901176,25102025,276,Napoli,75,Inter,3,1,1507
Serie_A,1901178,25102025,24341,Parma Calcio 1913,1290,Como,0,0,1403
Serie_A,1901132,26012026,86,Udinese,76,Verona,3,1,1497
Serie_A,1901166,26102025,78,Cagliari,76,Verona,2,2,1601
Serie_A,1901170,26102025,73,Fiorentina,71,Bologna,2,2,1230
Serie_A,1901172,26102025,87,Juventus,77,Lazio,0,1,1451
Serie_A,1901180,26102025,84,Roma,2889,Sassuolo,1,0,1484
Serie_A,1901182,26102025,278,Genoa,72,Torino,2,1,1504
Serie_A,1901381,27022026,24341,Parma Calcio 1913,78,Cagliari,1,1,1508
Serie_A,1901112,27092025,75,Inter,78,Cagliari,2,0,1510
Serie_A,1901114,27092025,1290,Como,2731,Cremonese,1,1,1372
Serie_A,1901118,27092025,300,Atalanta,87,Juventus,1,1,1565
Serie_A,1901314,27122025,79,Lecce,1290,Como,0,3,1405
Serie_A,1901316,27122025,24341,Parma Calcio 1913,73,Fiorentina,1,0,1474
Serie_A,1901317,27122025,87,Juventus,777,Pisa,2,0,1536
Serie_A,1901319,27122025,72,Torino,78,Cagliari,1,2,1453
Serie_A,1901320,27122025,86,Udinese,77,Lazio,2,0,1397
Serie_A,1901380,28022026,278,Genoa,75,Inter,0,2,1630
Serie_A,1901384,28022026,276,Napoli,76,Verona,2,1,1527
Serie_A,1901388,28022026,1290,Como,79,Lecce,3,1,1498
Serie_A,1901121,28092025,71,Bologna,79,Lecce,2,2,1432
Serie_A,1901123,28092025,80,AC Milan,276,Napoli,2,1,1451
Serie_A,1901127,28092025,73,Fiorentina,777,Pisa,0,0,1270
Serie_A,1901129,28092025,84,Roma,76,Verona,2,0,1492
Serie_A,1901131,28092025,86,Udinese,2889,Sassuolo,1,3,1333
Serie_A,1901184,28102025,300,Atalanta,80,AC Milan,1,1,1460
Serie_A,1901198,28102025,79,Lecce,276,Napoli,0,1,1501
Serie_A,1901268,28112025,2889,Sassuolo,1290,Como,0,2,1555
Serie_A,1901312,28122025,2889,Sassuolo,71,Bologna,1,1,1446
Serie_A,1901313,28122025,2731,Cremonese,276,Napoli,0,2,1483
Serie_A,1901315,28122025,80,AC Milan,76,Verona,3,0,1389
Serie_A,1901321,28122025,75,Inter,300,Atalanta,1,0,1536
Serie_A,1901072,29082025,2889,Sassuolo,2731,Cremonese,2,3,1487
Serie_A,1901076,29082025,80,AC Milan,79,Lecce,2,0,1413
Serie_A,1901116,29092025,77,Lazio,278,Genoa,3,0,1424
Serie_A,1901125,29092025,72,Torino,24341,Parma Calcio 1913,1,2,1383
Serie_A,1901186,29102025,72,Torino,71,Bologna,0,0,1532
Serie_A,1901190,29102025,76,Verona,1290,Como,1,3,1506
Serie_A,1901192,29102025,2731,Cremonese,278,Genoa,2,0,1414
Serie_A,1901194,29102025,73,Fiorentina,75,Inter,0,3,1495
Serie_A,1901196,29102025,86,Udinese,87,Juventus,1,3,1417
Serie_A,1901202,29102025,24341,Parma Calcio 1913,84,Roma,1,2,1536
Serie_A,1901270,29112025,76,Verona,278,Genoa,1,2,1493
Serie_A,1901272,29112025,78,Cagliari,87,Juventus,1,2,1619
Serie_A,1901276,29112025,77,Lazio,80,AC Milan,0,1,1616
Serie_A,1901278,29112025,86,Udinese,24341,Parma Calcio 1913,2,0,1405
Serie_A,1901318,29122025,278,Genoa,84,Roma,1,3,1596
Serie_A,1901142,30012026,77,Lazio,278,Genoa,3,2,1458
Serie_A,1901071,30082025,71,Bologna,1290,Como,1,0,1358
Serie_A,1901077,30082025,276,Napoli,78,Cagliari,1,0,1502
Serie_A,1901078,30082025,24341,Parma Calcio 1913,300,Atalanta,1,1,1389
Serie_A,1901079,30082025,777,Pisa,84,Roma,0,1,1564
Serie_A,1901188,30102025,2889,Sassuolo,78,Cagliari,2,1,1383
Serie_A,1901200,30102025,77,Lazio,777,Pisa,0,0,1478
Serie_A,1901264,30112025,300,Atalanta,73,Fiorentina,2,0,1526
Serie_A,1901274,30112025,72,Torino,79,Lecce,1,2,1371
Serie_A,1901280,30112025,777,Pisa,75,Inter,0,2,1456
Serie_A,1901281,30112025,276,Napoli,84,Roma,1,0,1605
Serie_A,1901136,31012026,78,Cagliari,76,Verona,4,0,1595
Serie_A,1901144,31012026,73,Fiorentina,276,Napoli,1,2,1435
Serie_A,1901148,31012026,2889,Sassuolo,777,Pisa,2,2,1535
Serie_A,1901073,31082025,278,Genoa,87,Juventus,0,1,1484
Serie_A,1901074,31082025,75,Inter,86,Udinese,1,2,1383
Serie_A,1901075,31082025,76,Verona,77,Lazio,0,4,1592
Serie_A,1901080,31082025,73,Fiorentina,72,Torino,0,0,1215
